data,dia_semana,hora,natureza,bairro,logradouro_endereco,endereco,logradouro_detalhe_endereco,detalhe_endereco_acidente,complemento,bairro_cruzamento,num_semaforo,sentido_via,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3
2021-01-01,sexta-feira ,19:44:00,COM VÍTIMA,MADALENA,RUA,RUA BENFICA,,,EM FRENTE AO EXTRA NA SAIDA,MADALENA,,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Não hA placas,,Dupla,Faixa contínua,Faixa seccionada,
2021-01-01,sexta-feira ,23:15:40,COM VÍTIMA,VARZEA,AVENIDA,AVENIDA CAXANGA,RUA,RUA GASTAO VIDIGAL,EM FRENTE A UPA DA CAXANGA,VARZEA,281,CIDADE,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Oleosa,Perfeito estado,Outros,Outras,,Única,Não existe,,
2021-01-02,sábado ,10:54:00,COM VÍTIMA,VASCO DA GAMA,RUA,RUA RESPLENDOR,,,AO  LADO  DO  COLEGIO ADERBAL  GALVÃO  EM  FRENTE  AO  CONJUNTO RESIDENCIAL  ADERBAL  GALVÃO,VASCO DA GAMA,,,COLISÃO COM CICLISTA,1,1,0,1,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não hA placas,,Dupla,Não existe,,
2021-01-02,sábado ,11:13:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA VISCONDE DE JEQUITINHONHA,RUA,RUA CAPITAO ZUZINHA,RUA CAPITÃO ZUZINHA,BOA VIAGEM,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Única,Canal,,
2021-01-03,domingo ,09:32:00,COM VÍTIMA,ILHA DO RETIRO,AVENIDA,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,,,EM FRENTE A LANCHONETE COXINHAS DE BATATA,ILHA DO RETIRO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,2,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60 km/h,Dupla,Faixa contínua,Faixa seccionada,Canteiro central
2021-01-03,domingo ,11:07:00,SEM VÍTIMA,CASA AMARELA,RUA,RUA OSCAR DE BARROS,,,POSTO DE SAÚDE PROFESSOR MARIO RAMOS,CASA AMARELA,,SUBURBIO,CHOQUE,1,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Única,Não existe,,
2021-01-03,domingo ,15:00:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA VISCONDE DE JEQUITINHONHA,,,PRÓX AO EDIFÍCIO PAINEIRAS E STEAKS ESPETINHO,BOA VIAGEM,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não hA placas,40 km/h,Única,Faixa contínua,Faixa seccionada,
2021-01-03,domingo ,15:39:00,SEM VÍTIMA,IPSEP,RUA,RUA JEAN EMILE FAVRE,RUA,RUA POTENGY,FARMACIA DIARIAMENTE / GALERIA MARIA DE LOURDES,IPSEP,564,SUBURBIO,COLISÃO TRANSVERSAL,2,0,0,0,0,0,0,0,0,0,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Dupla,Faixa contínua,,
2021-01-03,domingo ,21:19:40,SEM VÍTIMA,ESPINHEIRO,RUA,RUA DO ESPINHEIRO,RUA,RUA SANTO ELIAS,PROX AO POSTO DE GASOLINA IPIRANGA,ESPINHEIRO,,,COLISÃO TRANSVERSAL,2,0,0,0,0,0,0,0,0,0,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Única,Faixa seccionada,,
2021-01-04,segunda-feira ,09:56:00,COM VÍTIMA,ENCRUZILHADA,RUA,RUA FERNANDO CESAR,RUA,RUA DR JOSE MARIA,AO LADO DO MV AUTOMÓVEIS,ENCRUZILHADA,45,CIDADE,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Única,Não existe,,
2021-01-04,segunda-feira ,10:26:00,SEM VÍTIMA,SAO JOSE,RUA,RUA IMPERIAL,,,EM FRENTE,SÃO JOSÉ,,SUBURBIO,CHOQUE,0,0,0,0,0,0,1,0,0,0,0,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Mal conservada,Não existe,Não hA placas,,Única,Não existe,,
2021-01-04,segunda-feira ,10:28:00,SEM VÍTIMA,DERBY,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,RUA,RUA JOAQUIM NABUCO,HOSPITAL DA RESTAURAÇÃO,DERBY,174,SUBURBIO,COLISÃO TRANSVERSAL,2,0,0,0,0,0,0,0,0,0,0,Cruzamento,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Não hA placas,,Dupla,Canal,,
2021-01-04,segunda-feira ,10:44:00,COM VÍTIMA,SANTO ANTONIO,CAIS,CAIS SANTA RITA,,,EM FRENTE AS TORRES GÊMEAS,SANTO ANTÔNIO,,,TOMBAMENTO,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Não hA placas,60 km/h,Dupla,Canteiro central,,
2021-01-04,segunda-feira ,16:05:00,COM VÍTIMA,DERBY,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,E/F A PRAÇA DO DERBY S/T  BOA VIAGEM,DERBY,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não hA placas,60 km/h,Dupla,Canteiro central,,
2021-01-05,terça-feira ,08:25:00,COM VÍTIMA,SAO JOSE,VIADUTO,VIADUTO DAS CINCO PONTAS,,,SOBRE O VIADUTO DO FORTE DAS CINCO PONTAS,SÃO JOSÉ,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Viaduto,Bom,Não existe,Ilegível,Seca,Perfeito estado,Não existe,Não hA placas,40 km/h,Dupla,Canteiro central,,
2021-01-05,terça-feira ,10:48:00,COM VÍTIMA,PINA,AVENIDA,AVENIDA ENGENHEIRO DOMINGOS FERREIRA,,,EM FRENTE AO ARMAZEM CORAL,PINA,,,ATROPELAMENTO,0,1,0,0,1,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não hA placas,60 km/h,Única,Faixa contínua,,
2021-01-05,terça-feira ,11:15:00,COM VÍTIMA,AFOGADOS,RUA,RUA SAO MIGUEL,TRV,TRV JUSTICA E PAZ,qui,AFOGADOS,,SUBURBIO,COLISÃO TRANSVERSAL,2,0,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,,Seca,Perfeito estado,Faixa de pedestre,Outras,40 km/h,Dupla,Faixa contínua,,
2021-01-05,terça-feira ,14:09:00,SEM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA BOA VIAGEM,,,EM FRENTE AO ARCADIA RECEPÇÕES,BOA VIAGEM,,,COLISÃO,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-01-05,terça-feira ,16:24:00,COM VÍTIMA,AFOGADOS,RUA,RUA SAO MIGUEL,,,PROX AO BODE DO NÓ,AFOGADOS,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,,,,Não existe,Não hA placas,,Dupla,Faixa contínua,,
2021-01-05,terça-feira ,17:35:00,COM VÍTIMA,ROSARINHO,AVENIDA,AVENIDA NORTE,,,DEFRONTE A PADARIA ROSARINHO,ROSARINHO,,SUBURBIO,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Dupla,Faixa seccionada,,
2021-01-05,terça-feira ,18:37:00,COM VÍTIMA,IPSEP,AVENIDA,AVENIDA RECIFE,RUA,RUA JEAN EMILE FAVRE,,IPSEP,,,COLISÃO,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2021-01-06,quarta-feira ,08:02:00,COM VÍTIMA,MUSTARDINHA,RUA,RUA DR ARMANDO TAVARES,RUA,RUA NATALINO TEIXEIRA,PROX. AO ESPETINHO DO PITECO,MUSTARDINHA,,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não hA placas,,Dupla,Não existe,,
2021-01-06,quarta-feira ,08:11:00,SEM VÍTIMA,SANTO AMARO,RUA,RUA TREZE DE MAIO,RUA,RUA FREI CASSIMIRO,EM FRENTE BORRACHARIA,SANTO AMARO,,,COLISÃO LATERAL,1,0,0,0,0,0,0,1,0,0,0,Longo da via,Bom,Não existe,Incompleta,Seca,Mal conservada,Não existe,Outras,40km/h,Dupla,Faixa contínua,,
2021-01-06,quarta-feira ,08:15:00,COM VÍTIMA,DERBY,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,APOS  O HOSPITAL  DA RESTAURAÇÃO   NO SENTIDO  BOA  VIAGEM    DE  ESQUINA  COM  A  PRAÇA  DO  DERBY,DERBY,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não hA placas,60 km/h,Única,Faixa seccionada,,
2021-01-06,quarta-feira ,15:22:00,COM VÍTIMA,CASA AMARELA,AVENIDA,AVENIDA NORTE,RUA,RUA GUIMARAES PEIXOTO,RUA GUIMARÃES PEIXOTO,CASA AMARELA,,,COLISÃO TRASEIRA,0,2,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,,Não existe,,
2021-01-06,quarta-feira ,17:32:00,COM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,,,E/F AOS CORREIOS S/T PRAZERES PROX A FACULDADE UNIVERSO,IMBIRIBEIRA,,,COLISÃO COM CICLISTA,0,0,0,1,0,1,0,0,0,1,0,,,,,,,,,,,,,
2021-01-06,quarta-feira ,21:17:40,COM VÍTIMA,BOA VIAGEM,RUA,RUA DOS NAVEGANTES,,,E/F AO EDFC  HOLIDAY,BOA VIAGEM,,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,"Placas ""Pare""",,Única,Outros,,
2021-01-07,quinta-feira ,06:55:00,COM VÍTIMA,TORROES,AVENIDA,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,,,EM FRENTE A UPA/LADO OPOSTO,TORRÕES,,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não hA placas,,Dupla,Canteiro central,Faixa seccionada,
2021-01-07,quinta-feira ,07:48:00,COM VÍTIMA,DERBY,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,RUA,RUA DR LEOPOLDO LINS,,DERBY,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não hA placas,60 km/h,Dupla,Faixa contínua,,
2021-01-07,quinta-feira ,08:47:00,SEM VÍTIMA,TAMARINEIRA,RUA,RUA CORONEL URIEL SERGIO GARDIM,,,ACADEMIA ARMY CROSSFIT,TAMARINEIRA,,SUBURBIO,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,,Incompleta,Seca,Perfeito estado,Faixa de pedestre,Outras,,Dupla,Não existe,,
2021-01-07,quinta-feira ,09:39:00,COM VÍTIMA,GRACAS,AVENIDA,AVENIDA RUI BARBOSA,RUA,RUA DAS GRACAS,EM FRENTE AO COLEGIO AGNES,GRAÇAS,,,CAPOTAMENTO,0,1,0,0,0,0,0,0,0,1,0,Cruzamento,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Não hA placas,60 km/h,Única,Faixa contínua,,
2021-01-07,quinta-feira ,09:55:00,SEM VÍTIMA,GRACAS,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,RUA,RUA JOAQUIM NABUCO,,GRAÇAS,,,COLISÃO,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
2021-01-07,quinta-feira ,11:38:00,COM VÍTIMA,ESPINHEIRO,RUA,RUA DA HORA,,,ESQUINA DO CERPE,ESPINHEIRO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Única,Faixa contínua,Faixa seccionada,
2021-01-07,quinta-feira ,17:50:00,COM VÍTIMA,CASA AMARELA,AVENIDA,AVENIDA NORTE,,,PRÓX À UPINHA,CASA AMARELA,,,COLISÃO COM CICLISTA,1,0,0,1,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Dupla,Faixa seccionada,Canteiro central,
2021-01-07,quinta-feira ,18:21:00,COM VÍTIMA,PARNAMIRIM,RUA,RUA DA HARMONIA,EST,EST DO ENCANAMENTO,,PARNAMIRIM,,,COLISÃO TRANSVERSAL,0,2,0,0,0,0,0,0,0,2,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Única,Não existe,,
2021-01-08,sexta-feira ,08:01:00,COM VÍTIMA,SAN MARTIN,AVENIDA,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,RUA,RUA QUINZE DE MARCO,PRAÇA DA CHESF,SAN MARTIN,,,COLISÃO LATERAL,0,2,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não hA placas,,Única,Canteiro central,,
2021-01-08,sexta-feira ,13:18:00,COM VÍTIMA,IPSEP,AVENIDA,AVENIDA RECIFE,,,EM FRENTE AO POSTO IPIRANGA/ SENTIDO BOA VIAGEM,IPSEP,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não hA placas,,Dupla,Faixa seccionada,,
2021-01-08,sexta-feira ,21:56:40,COM VÍTIMA,PINA,AVENIDA,AVENIDA HERCULANO BANDEIRA,,,PROX A CAIXA ECONOMICA,PINA,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Única,Faixa seccionada,,
2021-01-09,sábado ,11:56:00,SEM VÍTIMA,BOA VISTA,AVENIDA,AVENIDA CONDE DA BOA VISTA,,,PRÓXIMO À RUA PADRE INGLÊS,BOA VISTA,,,COLISÃO,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-01-09,sábado ,12:19:00,COM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA ARMINDO MOURA,RUA,RUA VISCONDE DE JEQUITINHONHA,PRÓX AO COMAR II,BOA VIAGEM,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Única,Faixa seccionada,Canal,
2021-01-09,sábado ,12:36:00,SEM VÍTIMA,BRASILIA TEIMOSA,AVENIDA,AVENIDA BRASILIA FORMOSA,,,PRAIA BURACO DA VÉIA / PRÓX À LOJA GOUVEIA,BRASÍLIA TEIMOSA,,,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,,,,,,
2021-01-09,sábado ,14:02:00,COM VÍTIMA,AGUA FRIA,RUA,RUA SAO BENTO,AVENIDA,AVENIDA BEBERIBE,EM BAIXO DO SEMAFORO 064,AGUA FRIA,64,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não hA placas,,Dupla,Faixa contínua,,
2021-01-09,sábado ,14:10:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA VISCONDE DE JEQUITINHONHA,AVENIDA,AVENIDA ARMINDO MOURA,PRÓX AO COMAR II,BOA VIAGEM,,,COLISÃO TRANSVERSAL,0,2,0,0,0,0,0,0,0,3,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Única,Faixa seccionada,,
2021-01-09,sábado ,14:21:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA CRUZ CABUGA,AVENIDA,AVENIDA NORTE,EM FRENTE AO PREDIO DO SENAI,SANTO AMARO,34,CIDADE,COLISÃO TRANSVERSAL,4,0,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,,Dupla,Faixa contínua,Faixa seccionada,
2021-01-09,sábado ,14:24:00,SEM VÍTIMA,CAMPINA DO BARRETO,RUA,RUA MARCILIO DIAS,,,NA ENTRADA DO POINT BURGUER,CAMPINA DO BARRETO,,,COLISÃO,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-01-10,domingo ,00:51:00,COM VÍTIMA,DERBY,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,CRUZAMENTO COM A RUA HENRIQUE DIAS SENTIDO BOA VIAGEM,DERBY,,,ATROPELAMENTO,1,0,0,0,1,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Única,Faixa seccionada,Canteiro central,
2021-01-10,domingo ,19:36:00,COM VÍTIMA,AFOGADOS,RUA,RUA MOTOCOLOMBO,,,E/F AO TROCAO,AFOGADOS,,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Única,Não existe,,
2021-01-10,domingo ,22:27:40,COM VÍTIMA,CORDEIRO,RUA,RUA CANTORA CLARA NUNES,,,E/F A UPINHA DE SANTA LUZIA,CORDEIRO,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Ilegível,Seca,Mal iluminada,Não existe,Não hA placas,,Dupla,Não existe,,
2021-01-11,segunda-feira ,10:09:00,SEM VÍTIMA,DERBY,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,EM FRENTE AO SEMAFORO Nº 078,DERBY,,CIDADE,COLISÃO TRANSVERSAL,0,0,0,0,0,0,1,1,0,0,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não hA placas,,Dupla,Não existe,,
2021-01-11,segunda-feira ,11:21:00,COM VÍTIMA,GRACAS,RUA,RUA ALBERTO PAIVA,RUA,RUA DO FUTURO,EM FRENTE AO BISTRO FRISABOR,GRAÇAS,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,"Placas ""Pare""",,Única,Faixa seccionada,,
2021-01-11,segunda-feira ,12:14:00,COM VÍTIMA,TORROES,RUA,RUA WASHINGTON DUARTE ESPINDOLA,,,AO LADO POSTO SHELL LUPI DOIS,TORRÕES,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,2,0,Longo da via,Bom,Não existe,,Seca,Perfeito estado,Não existe,Não hA placas,,Única,,,
2021-01-11,segunda-feira ,14:35:00,COM VÍTIMA,ENCRUZILHADA,LGO,LGO ENCRUZILHADA,AVENIDA,AVENIDA JOAO DE BARROS,,ENCRUZILHADA,664,,COLISÃO COM CICLISTA,1,0,0,1,0,0,0,0,0,1,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Dupla,Faixa contínua,Canteiro central,Blocos
2021-01-11,segunda-feira ,16:00:00,COM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA CONSELHEIRO AGUIAR,RUA,RUA ARTUR MUNIZ,,BOA VIAGEM,,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,,Única,Faixa contínua,Faixa seccionada,
2021-01-11,segunda-feira ,17:34:00,COM VÍTIMA,ARRUDA,AVENIDA,AVENIDA BEBERIBE,,,PRÓX AO CANAL DA CONSTRUÇÃO,ARRUDA,,,COLISÃO COM CICLISTA,0,0,0,1,0,1,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,R-6a,,Dupla,Faixa contínua,,
2021-01-11,segunda-feira ,18:22:00,SEM VÍTIMA,CAMPO GRANDE,RUA,RUA MARQUES DE ABRANTES,,,EM FRENTE A ULTRAGAZ,CAMPO GRANDE,,,COLISÃO COM CICLISTA,2,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-01-12,terça-feira ,08:42:00,COM VÍTIMA,IPSEP,AVENIDA,AVENIDA RECIFE,RUA,RUA SAO NICOLAU,EM FRENTE A CASA DAS BATERIAS. CONCESSIONARIAS V8 PREMIUM.,IPSEP,16,SUBURBIO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,,60 km/h,Dupla,Canteiro central,,
2021-01-12,terça-feira ,09:52:00,COM VÍTIMA,IPSEP,AVENIDA,AVENIDA RECIFE,,,E/F AO MARTELINHO DE OURO,IPSEP,,,COLISÃO LATERAL,0,0,0,0,0,1,1,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não hA placas,,Dupla,Faixa seccionada,Canteiro central,
2021-01-12,terça-feira ,10:13:00,COM VÍTIMA,IPUTINGA,AVENIDA,AVENIDA MAURICIO DE NASSAU,,,E/F A AUTO FILME EQUIPADORA,IPUTINGA,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Ilegível,Seca,Perfeito estado,Não existe,"Placas ""Pare""",,Dupla,Faixa contínua,,
2021-01-12,terça-feira ,10:18:00,COM VÍTIMA,ESPINHEIRO,RUA,RUA QUARENTA E OITO,,,APOS O ESPAÇO VIDA SAUDAVEL,ESPINHEIRO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Única,Faixa seccionada,,
2021-01-12,terça-feira ,13:15:00,COM VÍTIMA,TORRE,RUA,RUA REAL DA TORRE,RUA,RUA CONDE DE IRAJA,E/F AO EXTRABOM,TORRE,,,COLISÃO,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2021-01-12,terça-feira ,18:29:00,SEM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,E/F AO CAMPO DO ONZE,SANTO AMARO,,,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0,0,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,Não hA placas,,Dupla,Canteiro central,,
2021-01-12,terça-feira ,20:26:00,COM VÍTIMA,IMBIRIBEIRA,RUA,RUA ALAMEDA DAS HORTENCIAS,,,PROX AO COLEGIO NOVO MOTIVO,IMBIRIBEIRA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Não existe,Ilegível,Seca,Mal iluminada,Não existe,Não hA placas,,Dupla,Faixa seccionada,,
2021-01-12,terça-feira ,22:06:40,COM VÍTIMA,IPSEP,AVENIDA,AVENIDA RECIFE,,,E/F AO POSTO SHELL / SEMAFORO 055,IPSEP,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não hA placas,,,Não existe,,
2021-01-13,quarta-feira ,10:48:00,SEM VÍTIMA,VARZEA,RUA,RUA GASTAO VIDIGAL,AVENIDA,AVENIDA CAXANGA,SEMAFORO Nº 281,VARZEA,281,CIDADE,CHOQUE,0,0,0,0,0,1,0,0,0,0,0,,Bom,Sem defeito,Incompleta,Seca,Perfeito estado,Agente,Não hA placas,,Dupla,Faixa contínua,,
2021-01-13,quarta-feira ,11:12:00,COM VÍTIMA,MADALENA,RUA,RUA JOAO IVO DA SILVA,AVENIDA,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,AO LADO DO HABIBS,MADALENA,132,CIDADE,COLISÃO TRANSVERSAL,0,2,0,0,0,0,0,0,0,1,0,Cruzamento,Bom,Sem defeito,Incompleta,Seca,Perfeito estado,Faixa de pedestre,Não hA placas,,Única,Faixa seccionada,,
2021-01-13,quarta-feira ,13:48:00,SEM VÍTIMA,SAN MARTIN,AVENIDA,AVENIDA GENERAL SAN MARTIN,,,EM FRENTE À FARMACIA DO TRABALHADOR,SAN MARTIN,,,COLISÃO,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2021-01-13,quarta-feira ,14:30:00,COM VÍTIMA,PARNAMIRIM,RUA,RUA PROFESSORA AURORA SOARES,,,PROX AO MUSEU MURILO LA GREGA,PARNAMIRIM,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Não hA placas,,Dupla,Faixa contínua,,
2021-01-13,quarta-feira ,14:59:00,COM VÍTIMA,IPUTINGA,AVENIDA,AVENIDA CAXANGA,,,EM FRENTE A FORD GRANVIA,IPUTINGA,,,COLISÃO COM CICLISTA,1,0,0,1,0,0,0,0,0,2,0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não hA placas,,Dupla,Canteiro central,,
2021-01-13,quarta-feira ,18:01:00,COM VÍTIMA,PINA,AVENIDA,AVENIDA ANTONIO DE GOES,,,EM FRENTE AO INTERNACIONAL TRADE CENTER,PINA,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não hA placas,,Única,Canteiro central,,
