data,dia_semana,hora,natureza,bairro,logradouro_endereco,endereco,logradouro_detalhe_endereço,detalhe_endereco_acidente,complemento,bairro_cruzamento,num_semaforo,sentido_via,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3
2023-01-01,domingo ,03:37:00,COM VÍTIMA,MADALENA,AVENIDA,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,,,E/F AO POSTO BR - ANTES DA FIR - SENTIDO SUB/CID,MADALENA,,CIDADE,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-01,domingo ,08:28:00,COM VÍTIMA,BONGI,AVENIDA,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,RUA,RUA CARLOS GOMES,EM FRENTE AO POSTO DE GASOLINA DISLUB,BONGI,,SUBURBIO,COLISÃO LATERAL,0,2,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-01-01,domingo ,10:39:00,COM VÍTIMA,JAQUEIRA,RUA,RUA MUNIZ TAVARES,AVENIDA,AVENIDA RUI BARBOSA,DE ESQUINA COM O HOSPITAL MARIA LUCINDA,JAQUEIRA,460,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-01,domingo ,12:41:00,SEM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA BOA VIAGEM,,,PROX AO SEMAFORO 152 E PROX AO CASTELINHO,BOA VIAGEM,,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-01-01,domingo ,03:44:00,COM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA ENGENHEIRO DOMINGOS FERREIRA,,,PROX A  PRAÇA CIDADE DO PORTO,BOA VIAGEM,,,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-01,domingo ,04:35:00,COM VÍTIMA,SAN MARTIN,AVENIDA,AVENIDA GENERAL SAN MARTIN,AVENIDA,AVENIDA CONSUL VILARES FRAGOSO,DE FRENTE A CAVALARIA,SAN MARTIN,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-01,domingo ,05:34:00,SEM VÍTIMA,PINA,AVENIDA,AVENIDA CELSO FURTADO (VIA MANGUE),RUA,RUA TOME GIBSON,CANTEIRO CENTRAL DA VIA MANGUE,PINA,,CIDADE,CHOQUE,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-01-01,domingo ,08:07:00,SEM VÍTIMA,IPUTINGA,RUA,RUA SAO MATEUS,RUA,RUA ANTONIO CARLOS RIBEIRO DE ANDRADE,,IPUTINGA,,,COLISÃO FRONTAL,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-01-02,segunda-feira ,05:34:00,COM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,RUA,RUA CORONEL FABRICIANO,AO LADO DO ATACADÃO,IMBIRIBEIRA,310,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-02,segunda-feira ,06:04:00,COM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA ARMINDO MOURA,,,VILA MILITAR,BOA VIAGEM,529,SUBURBIO,COLISÃO LATERAL,0,1,0,0,0,0,0,0,1,2,0,,,,,,,,,,,,,
2023-01-03,terça-feira ,08:06:00,SEM VÍTIMA,DERBY,RUA,RUA JENER DE SOUZA,,,LADO OPOSTO AO MEMORIAL DE MEDICINA,DERBY,,,CHOQUE,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-01-03,terça-feira ,08:55:00,COM VÍTIMA,AFOGADOS,RUA,RUA SAO MIGUEL,,,APOS O BANCO DO BRASIL, AO LADO DOS CORREIOS,AFOGADOS,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
2023-01-03,terça-feira ,09:29:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA SETUBAL,RUA,RUA VERDES MARES,PROX. AO PET DREAM RESORT,BOA VIAGEM,,,COLISÃO FRONTAL,2,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-03,terça-feira ,01:36:00,COM VÍTIMA,IPSEP,AVENIDA,AVENIDA RECIFE,RUA,RUA SAO NICOLAU,,IPSEP,16,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-01-03,terça-feira ,02:16:00,COM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA CONSELHEIRO AGUIAR,RUA,RUA PROFESSOR JOSE BRANDAO,NA FRENTE DA EXTRA FARMA,BOA VIAGEM,549,CIDADE,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-03,terça-feira ,04:10:00,SEM VÍTIMA,BRASILIA TEIMOSA,AVENIDA,AVENIDA BRASILIA FORMOSA,RUA,RUA SERRA,,,,SUBURBIO,COLISÃO TRANSVERSAL,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-01-03,terça-feira ,05:39:00,COM VÍTIMA,ESTANCIA,AVENIDA,AVENIDA RECIFE,AVENIDA,AVENIDA ESTANCIA,PROX AO ARMAZÉM CORAL  S/T BR,ESTÂNCIA,,SUBURBIO,COLISÃO COM CICLISTA,0,1,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-03,terça-feira ,07:29:00,SEM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,,,EM FRENTE AO AEROPORTO,IMBIRIBEIRA,,CIDADE,COLISÃO FRONTAL,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,
2023-01-03,terça-feira ,10:20:00,COM VÍTIMA,SAO JOSE,RUA,RUA IMPERIAL,RUA,RUA BOM SUCESSO,,SÃO JOSÉ,,,COLISÃO FRONTAL,2,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-01-03,terça-feira ,11:01:00,SEM VÍTIMA,IBURA,AVENIDA,AVENIDA SANTA FE,,,POSTO DE SAUDE DO UR2,IBURA,,,COLISÃO TRANSVERSAL,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-01-04,quarta-feira ,06:12:00,SEM VÍTIMA,TEJIPIO,AVENIDA,AVENIDA DR JOSE RUFINO,,,PROX. AO ARMAZEM CORAL,TEJIPIÓ,,,COLISÃO TRASEIRA,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
2023-01-04,quarta-feira ,08:00:00,COM VÍTIMA,ESTANCIA,AVENIDA,AVENIDA RECIFE,RUA,RUA LAURA BANDEIRA DE MELLO,,ESTÂNCIA,705,,COLISÃO FRONTAL,0,2,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-01-04,quarta-feira ,08:54:00,COM VÍTIMA,VARZEA,AVENIDA,AVENIDA CAXANGA,RUA,RUA RODRIGUES FERREIRA,PROX. AO RESIDENCIAL JARDIM CAXANGA,VÁRZEA,232,CIDADE,COLISÃO TRASEIRA,0,2,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,
2023-01-04,quarta-feira ,09:46:00,COM VÍTIMA,TORRE,RUA,RUA MARQUES DE MARICA,,,PRÓX. À PRAÇA PROFESSOR CAMPELO,TORRE,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-04,quarta-feira ,01:54:00,COM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA CELSO FURTADO (VIA MANGUE),,,AÇAI ATACADISTA,BOA VIAGEM,,,QUEDA,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-04,quarta-feira ,02:13:00,COM VÍTIMA,JOANA BEZERRA,VIADUTO,VIADUTO CAPITAO TEMUDO,,,NO VIADUTO MESMO,JOANA BEZERRA,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-05,quinta-feira ,06:55:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA JOAO DE BARROS,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,AO LADO DO NÚMERO 2778,SANTO AMARO,406,SUBURBIO,COLISÃO TRASEIRA,0,2,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-01-05,quinta-feira ,07:44:00,COM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA CELSO FURTADO (VIA MANGUE),,,PROX A PRIMEIRA LOMBADA ELETRONICA SENTIDO CIDADE,BOA VIAGEM,,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-05,quinta-feira ,01:11:00,COM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA CONSELHEIRO AGUIAR,RUA,RUA PROFESSOR OSIAS RIBEIRO,PROX A PADARIA AUGUSTA,BOA VIAGEM,,,COLISÃO LATERAL,0,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,
2023-01-05,quinta-feira ,04:15:00,COM VÍTIMA,IBURA,RUA,RUA DR OTAVIO DE MORAES VASCONCELOS,RUA,RUA VALE DO CARIRI,NA FRENTE DA PADARIA ALIANÇA,IBURA,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-05,quinta-feira ,04:26:00,COM VÍTIMA,TORROES,AVENIDA,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,,,E/F A MICHEL ELETRICA  S/T BR,TORRÕES,,SUBURBIO,COLISÃO COM CICLISTA,0,0,0,1,0,1,0,0,0,1,0,,,,,,,,,,,,,
2023-01-05,quinta-feira ,05:13:00,COM VÍTIMA,MANGUEIRA,RUA,RUA SAO MIGUEL,RUA,RUA OLEGARIO MARIANO,EM FRENTE AO ATACAREJO SHOPPING,MANGUEIRA,425,CIDADE,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-06,sexta-feira ,07:32:00,COM VÍTIMA,GRACAS,AVENIDA,AVENIDA RUI BARBOSA,RUA,RUA ALBERTO PAIVA,AO LADO DA CHEVROLET,GRAÇAS,305,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-06,sexta-feira ,08:57:00,VÍTIMA FATAL,CORDEIRO,AVENIDA,AVENIDA GENERAL SAN MARTIN,,,AO LADO DO HOSPITAL GETULIO VARGAS,CORDEIRO,,SUBURBIO,ATROPELAMENTO DE PESSOA,0,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,
2023-01-06,sexta-feira ,10:22:00,COM VÍTIMA,SANCHO,AVENIDA,AVENIDA LIBERDADE,AVENIDA,AVENIDA TEMPO FELIZ,EM FRENTE AO CEMITÉRIO PARQUE DAS FLORES,SANCHO,,CIDADE,ATROPELAMENTO DE PESSOA,0,1,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-06,sexta-feira ,11:20:00,COM VÍTIMA,CASA AMARELA,RUA,RUA DA HARMONIA,RUA,RUA REDENTOR,PRÓX. À CASA DE FESTAS PLANETA A,CASA AMARELA,,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-06,sexta-feira ,11:34:00,COM VÍTIMA,IMBIRIBEIRA,RUA,RUA ITACARI,RUA,RUA ITAMARACA,PROX. RC COMPONENTES,IMBIRIBEIRA,,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-06,sexta-feira ,12:53:00,SEM VÍTIMA,IPSEP,RUA,RUA ABDIAS CABRAL DE MOURA,RUA,RUA SAO NICOLAU,EM FRENTE A LOJA DE VEÍCULOS SPORTCAR,IPSEP,,,COLISÃO TRANSVERSAL,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
2023-01-06,sexta-feira ,01:49:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA VISCONDE DE JEQUITINHONHA,,,RESTAURANTE PONTEIO,BOA VIAGEM,,SUBURBIO,COLISÃO COM CICLISTA,0,0,0,1,0,1,0,0,0,1,0,,,,,,,,,,,,,
2023-01-06,sexta-feira ,04:16:00,COM VÍTIMA,ENCRUZILHADA,RUA,RUA DONA ELVIRA,RUA,RUA DA CORAGEM,NA RUA DA QUITANDARIA  PROX A IGREJA DA ESTRADA DE BELEM,ENCRUZILHADA,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-06,sexta-feira ,05:16:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA CRUZ CABUGA,,,E/F AO TACARUNA   NA PARADA DE ONIBUS  S/T OLINDA,SANTO AMARO,,SUBURBIO,ATROPELAMENTO DE PESSOA,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,,,,,
2023-01-06,sexta-feira ,10:11:00,COM VÍTIMA,VARZEA,RUA,RUA AGRICOLANDIA,,,PROX. AO HOSPITAL HAPIVIDA,VÁRZEA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-06,sexta-feira ,11:17:00,SEM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA DES JOSE NEVES,,,DB DIAGNÓSTICO,BOA VIAGEM,,SUBURBIO,CHOQUE,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-01-07,sábado ,06:12:00,COM VÍTIMA,DERBY,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,EM FRENTE AO TRIBUNAL REGIONAL, SENT. BOA VIAGEM,DERBY,37,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
2023-01-07,sábado ,08:17:00,SEM VÍTIMA,COHAB,RUA,RUA DR BENIGNO JORDAO DE VASCONCELOS,,,APÓS A SEMENTEIRA DO JACARE,COHAB,,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-01-07,sábado ,04:57:00,COM VÍTIMA,ILHA DO RETIRO,AVENIDA,AVENIDA BEIRA RIO,RUA,RUA JOAQUIM NABUCO,PROX A LOJA DE PNEUS DUN LOPES,ILHA DO RETIRO,387,SUBURBIO,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-07,sábado ,06:16:00,SEM VÍTIMA,CAXANGA,AVENIDA,AVENIDA CAXANGA,,,NO MEIO DO VIADUTO,CAXANGÁ,,,COLISÃO FRONTAL,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-01-07,sábado ,11:09:00,SEM VÍTIMA,IBURA,AVENIDA,AVENIDA DOM HELDER CAMARA,,,,IBURA,,,COLISÃO TRASEIRA,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
2023-01-08,domingo ,11:25:00,COM VÍTIMA,IPUTINGA,RUA,RUA ADEMAR PIRES TRAVASSO,,,PROX AO COLEGIO SEDEC,IPUTINGA,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-08,domingo ,01:13:00,COM VÍTIMA,PINA,AVENIDA,AVENIDA ANTONIO DE GOES,,,DE FRENTE A PRF,PINA,,CIDADE,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-08,domingo ,07:31:00,COM VÍTIMA,CASA AMARELA,AVENIDA,AVENIDA NORTE MIGUEL ARRAES DE ALENCAR,EST,EST MORRO DA CONCEICAO,DESCIDA DO MORRO DA CONCEIÇÃO,CASA AMARELA,312,SUBURBIO,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-01-09,segunda-feira ,07:55:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA NORTE MIGUEL ARRAES DE ALENCAR,,,SOBRE O VIADUTO, EM FRENTE A JEEP / SENTIDO BOA VIAGEM,SANTO AMARO,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
2023-01-09,segunda-feira ,08:54:00,COM VÍTIMA,MANGABEIRA,AVENIDA,AVENIDA NORTE MIGUEL ARRAES DE ALENCAR,,,EM FRENTE A PIZZARIA IMPÉRIO,MANGABEIRA,,,COLISÃO TRASEIRA,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,
2023-01-09,segunda-feira ,09:41:00,SEM VÍTIMA,AGUA FRIA,RUA,RUA DR EUDES COSTA,RUA,RUA BELO JARDIM,EM FRENTE LU REFEIÇÕES,ÁGUA FRIA,,,,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
2023-01-09,segunda-feira ,12:18:00,COM VÍTIMA,CASA AMARELA,AVENIDA,AVENIDA DR EURICO CHAVES,,,PROX AO BREGOSO BUGUER,CASA AMARELA,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-09,segunda-feira ,01:13:00,COM VÍTIMA,IMBIRIBEIRA,RUA,RUA GENERAL GOES MONTEIRO,,,POR TRÁS DO GRAU TÉCNICO,IMBIRIBEIRA,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-09,segunda-feira ,03:22:00,SEM VÍTIMA,IBURA,RUA,RUA PINTOR LULA CARDOSO AYRES,,,RECIFE FERRAGENS,IBURA,,SUBURBIO,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-01-09,segunda-feira ,03:47:00,SEM VÍTIMA,SAN MARTIN,RUA,RUA JOSE VELOSO,RUA,RUA APULCRO DE ASSUNCAO,PRÓXIMO A PRAÇA DA CAVALARIA,SAN MARTIN,,CIDADE,COLISÃO TRANSVERSAL,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
2023-01-09,segunda-feira ,06:41:00,COM VÍTIMA,MADALENA,AVENIDA,AVENIDA VISCONDE DE ALBUQUERQUE,,,ASTRAL MULTI MARCAS,MADALENA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-10,terça-feira ,08:08:00,COM VÍTIMA,GRACAS,RUA,RUA PROFESSOR RUI BATISTA,,,TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO,GRAÇAS,37,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-10,terça-feira ,10:32:00,COM VÍTIMA,BOA VISTA,RUA,RUA GERVASIO PIRES,,,EM FRENTE AO MERCADINHO NOSSA SENHORA DO CARMO,BOA VISTA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-10,terça-feira ,01:25:00,COM VÍTIMA,PAISSANDU,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,LADO OPOSTO AO REAL HOSPITAL PORTUGUÊS,PAISSANDU,,,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-10,terça-feira ,01:30:00,COM VÍTIMA,PAISSANDU,RUA,RUA PAISSANDU,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,BANCO SAFRA,PAISSANDU,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-11,quarta-feira ,06:37:00,SEM VÍTIMA,TEJIPIO,AVENIDA,AVENIDA DR JOSE RUFINO,,,AO LADO DA TONY ALBUQUERQUE DELICATESEN,TEJIPIÓ,,,CHOQUE,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-01-11,quarta-feira ,10:14:00,COM VÍTIMA,JORDAO,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,,,PROX AO AEROPORTO,JORDÃO,625,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-11,quarta-feira ,11:11:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA CRUZ CABUGA,AVENIDA,AVENIDA DR JAYME DA FONTE,PROX. AO HOSPITAL DA MARINHA,SANTO AMARO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-11,quarta-feira ,03:59:00,COM VÍTIMA,AGUA FRIA,RUA,RUA SAO SEBASTIAO,,,FARMÁCIA DO TRABALHADOR / ELIANE BOUTIQUE,ÁGUA FRIA,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-11,quarta-feira ,05:29:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA TENENTE DOMINGOS DE BRITO,RUA,RUA RIBEIRO DE BRITO,EM FRENTE A FARMACIA DROGASIL,BOA VIAGEM,331,,COLISÃO TRASEIRA,0,0,0,0,0,2,0,0,0,4,0,,,,,,,,,,,,,
2023-01-11,quarta-feira ,07:11:00,COM VÍTIMA,PINA,AVENIDA,AVENIDA HERCULANO BANDEIRA,RUA,RUA NOGUEIRA DE SOUZA,EM FRENTE A JBS MOTORS,PINA,,,COLISÃO FRONTAL,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-11,quarta-feira ,07:44:00,COM VÍTIMA,IPUTINGA,RUA,RUA PEREIRA COUTINHO FILHO,,,COLÉGIO INSTITUTO SANTA TEREZINHA,IPUTINGA,,,COLISÃO FRONTAL,1,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-12,quinta-feira ,08:36:00,COM VÍTIMA,ROSARINHO,AVENIDA,AVENIDA NORTE MIGUEL ARRAES DE ALENCAR,AVENIDA,AVENIDA NORTE MIGUEL ARRAES DE ALENCAR,PROXIMO A DELICATESSEN ROSARINHO,ROSARINHO,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-12,quinta-feira ,09:04:00,COM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA CELSO FURTADO (VIA MANGUE),,,PRÓXIMO À ESTAÇÃO DA MARINHA,BOA VIAGEM,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-12,quinta-feira ,10:45:00,COM VÍTIMA,SAN MARTIN,RUA,RUA DELMIRO GOUVEIA,,,EM FRENTE A CHESF,SAN MARTIN,586,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-12,quinta-feira ,12:09:00,COM VÍTIMA,AREIAS,AVENIDA,AVENIDA RECIFE,,,EM FRENTE AO BIG BOMPREÇO DA AV RECIFE,AREIAS,,,COLISÃO TRASEIRA,0,2,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-01-12,quinta-feira ,01:11:00,COM VÍTIMA,CAXANGA,RUA,RUA GENERAL POLIDORO,,,EM FRENTE A CONCESSIONARIA ITALIANA,CAXANGÁ,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-12,quinta-feira ,02:21:00,COM VÍTIMA,IPUTINGA,AVENIDA,AVENIDA MAURICIO DE NASSAU,,,PROXIMO AO ALTINO VENTURA E A AUTO FILME EQUIPADORA,IPUTINGA,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-01-12,quinta-feira ,05:03:00,COM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA ENGENHEIRO DOMINGOS FERREIRA,,,E/F AO RESTAURANTE DOM FERREIRA FORNERIA,BOA VIAGEM,,,COLISÃO TRASEIRA,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,
2023-01-12,quinta-feira ,05:24:00,COM VÍTIMA,SAN MARTIN,AVENIDA,AVENIDA GENERAL SAN MARTIN,,,EM FRENTE A IGREJA PENTECOSTAL,SAN MARTIN,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-12,quinta-feira ,05:54:00,COM VÍTIMA,SANTO ANTONIO,RUA,RUA IMPERADOR PEDRO SEGUNDO,,,EM FRENTE A OAB,SANTO ANTÔNIO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-12,quinta-feira ,07:57:00,COM VÍTIMA,IPSEP,AVENIDA,AVENIDA RECIFE,,,EM FRENTE A LOJA DE BATERIAS  HELIAR,IPSEP,,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-13,sexta-feira ,11:09:00,COM VÍTIMA,MADALENA,RUA,RUA BENFICA,AVENIDA,AVENIDA VISCONDE DE ALBUQUERQUE,PROX. AO POSTO DE GASOLINA IPIRANGA,MADALENA,51,,COLISÃO LATERAL,1,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,
2023-01-13,sexta-feira ,11:25:00,COM VÍTIMA,AFOGADOS,EST,EST DOS REMEDIOS,RUA,RUA DO ACRE,EM FRENTE A FEIRA LIVRE DE AFOGADOS E O MERCADO PÚBLICO.  NO SENTIDO MADALENA  / IMBIRIBEIRA,AFOGADOS,,,ATROPELAMENTO DE PESSOA,0,0,0,0,1,0,1,0,0,1,0,,,,,,,,,,,,,
2023-01-13,sexta-feira ,01:46:00,SEM VÍTIMA,CASA AMARELA,COR,COR DO BARTOLOMEU,,,CATIA MODAS,CASA AMARELA,,,COLISÃO TRASEIRA,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
2023-01-13,sexta-feira ,02:05:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA RIBEIRO DE BRITO,,,EM FRENTE AO HOTEL NACIONAL,BOA VIAGEM,,,COLISÃO LATERAL,0,1,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,
2023-01-13,sexta-feira ,04:31:00,COM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,,,EM FRENTE ADVENTURE  RACING /SENTIDO AFOGADOS,IMBIRIBEIRA,,,COLISÃO TRASEIRA,0,1,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,
2023-01-13,sexta-feira ,05:23:00,COM VÍTIMA,ILHA JOANA BEZERRA,VIADUTO,VIADUTO PAPA JOAO PAULO II,,,INÍCIO DO VIADUTO PAPA JOÃO PAULO II - FÓRUM JOANA BEZERRA,ILHA JOANA BEZERRA,,,COLISÃO TRASEIRA,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-01-13,sexta-feira ,05:59:00,COM VÍTIMA,JORDAO,AVENIDA,AVENIDA MARIA IRENE,,,JORDÃO BAIXO SENTIDO CENTRO SUBÚRBIO ENVOLVIDOS V-1 RZQ2B99 MOTOCICLETA , V-2 PCS 3C40 ,,JORDÃO,,SUBURBIO,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,
