data,dia_semana,hora,natureza,bairro,logradouro_endereco,endereco,logradouro_detalhe_endereço,detalhe_endereco_acidente,complemento,bairro_cruzamento,num_semaforo,sentido_via,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3
2023-07-22,sábado ,09:37:00,COM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,,,PRÓXIMO A GRILLO,IMBIRIBEIRA,,,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-22,sábado ,10:02:00,COM VÍTIMA,AREIAS,AVENIDA,AVENIDA DR JOSE RUFINO,,,PRÓXIMO AO SENAI E HONDA DE AREIAS,AREIAS,,,COLISÃO LATERAL,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-22,sábado ,10:27:00,COM VÍTIMA,DERBY,RUA,RUA HENRIQUE DIAS,,,PRÓXIMO AO CINEMA DA FUNDAJ / COLÉGIO DA POLÍCIA,DERBY,,,COLISÃO LATERAL,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-23,domingo ,12:56:00,COM VÍTIMA,CORDEIRO,RUA,RUA GOMES TABORDA,,,PRÓXIMO AO VAPOR 82,CORDEIRO,,,COLISÃO LATERAL,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-23,domingo ,12:13:00,COM VÍTIMA,IBURA,RUA,RUA RIO XINGU,,,PROXIMO A OFICINA CENTRAL DE MOTOS E EM FRENTE AO ARMAZEM ANTÃO COMERCIO,IBURA,,,COLISÃO LATERAL,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-23,domingo ,03:26:00,COM VÍTIMA,IPSEP,RUA,RUA BLUMENAU,,,PROXIMO AO BAR DE LUCIANO,IPSEP,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-23,domingo ,06:43:00,COM VÍTIMA,SANTO AMARO,RUA,RUA DA AURORA,,,COM  A AV MARIO MELO (SEMAFORO Nº 090),SANTO AMARO,,,TOMBAMENTO,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-23,domingo ,07:02:00,COM VÍTIMA,PAISSANDU,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,PONTE JOSE DE BARROS LIMA,PAISSANDU,,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-23,domingo ,07:10:00,COM VÍTIMA,BARRO,AVENIDA,AVENIDA DR JOSE RUFINO,,,E  IGREJA  EVANGELICA DE AREIAS,BARRO,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-23,domingo ,08:49:00,SEM VÍTIMA,ALTO JOSE DO PINHO,COR,COR DO BARTOLOMEU,,,ESO CENTRO EDUCACIONAL,ALTO JOSE DO PINHO,,SUBURBIO,COLISÃO FRONTAL,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
2023-07-23,domingo ,09:45:00,COM VÍTIMA,GRACAS,RUA,RUA ALBERTO PAIVA,,,PROXIMO A AVENIDA BEIRA RIO E AO MUSEU DO  ESTADO DE PERNAMBUCO,GRACAS,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-24,segunda-feira ,01:21:00,COM VÍTIMA,SAO JOSE,RUA,RUA BRACO DO NORTE,,,,SAO JOSE,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-24,segunda-feira ,05:37:00,COM VÍTIMA,TOTO,RUA,RUA ONZE DE AGOSTO,,,EM FRENTE AO BIDÚ KRAUSE,TOTO,,,COLISÃO COM CICLISTA,0,0,0,1,0,1,0,0,0,1,0,,,,,,,,,,,,,
2023-07-24,segunda-feira ,06:37:00,COM VÍTIMA,SAO JOSE,RUA,RUA DO FORTE,,,PROX AO FORTE DAS CINCO PONTAS,SAO JOSE,,,CHOQUE,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-24,segunda-feira ,07:06:00,COM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,,,EM FRENTE A ANAC,IMBIRIBEIRA,,,COLISÃO TRASEIRA,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,
2023-07-24,segunda-feira ,07:54:00,COM VÍTIMA,JOANA BEZERRA,AVENIDA,AVENIDA ADVOGADO JOSE PAULO CAVALCANTI,RUA,RUA DES OTILIO NEIVA,PROX AO CENTRO DA ACD / NA RUA DO CANAL,JOANA BEZERRA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-07-24,segunda-feira ,09:04:00,COM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,,,EM FRENTE A LOJA MARAVILHA MOTOS,IMBIRIBEIRA,,,COLISÃO LATERAL,0,2,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-07-24,segunda-feira ,11:25:00,COM VÍTIMA,CASA FORTE,RUA,RUA IRMA LUCIA,,,REF: EM FRENTE AO  EDIFÍCIO ENGENHO DA PRATA,CASA FORTE,,,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-24,segunda-feira ,02:00:00,COM VÍTIMA,NOVA DESCOBERTA,AVENIDA,AVENIDA VEREADOR OTACILIO AZEVEDO,,,NA ENTRADA DA MUBECA  PROX A CRECHE MARCIA BEZERRA DA COSTA,NOVA DESCOBERTA,,,COLISÃO LATERAL,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-24,segunda-feira ,02:07:00,COM VÍTIMA,AFOGADOS,RUA,RUA SAO MIGUEL,,,PROXIMO A IGREJA DA FÉ DO BRASIL E APOS O SÃO MIGUEL CENTER,AFOGADOS,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-24,segunda-feira ,02:13:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA GENERAL EDSON AMANCIO RAMALHO,,,PROXIMO A ENTRADA DO SHOPPING RECIFE,BOA VIAGEM,,,COLISÃO LATERAL,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-24,segunda-feira ,03:02:00,COM VÍTIMA,BREJO DE BEBERIBE,AVENIDA,AVENIDA VEREADOR OTACILIO AZEVEDO,,,PRX A UPA DE NOVA DESCOBERTA,BREJO DE BEBERIBE,,,ATROPELAMENTO DE PESSOA,0,1,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-24,segunda-feira ,03:57:00,COM VÍTIMA,BAIRRO DO RECIFE,CAIS,CAIS DO APOLO,,,EM FRENTE A PREFEITURA DO RECIFE / SENTIDO PORTO DO RECIFE,BAIRRO DO RECIFE,,,COLISÃO LATERAL,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-24,segunda-feira ,04:31:00,COM VÍTIMA,ESPINHEIRO,AVENIDA,AVENIDA JOAO DE BARROS,,,PROXIMO A QUITANDARIA,ESPINHEIRO,,,COLISÃO LATERAL,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-24,segunda-feira ,05:19:00,SEM VÍTIMA,AFOGADOS,PTE,PTE DO MOTOCOLOMBO,,,EM CIMA DA PONTE / SENTIDO IMBIRIBEIRA,AFOGADOS,,,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-07-24,segunda-feira ,06:27:00,SEM VÍTIMA,AFOGADOS,RUA,RUA DA PAZ,,,APÓS A RECIFE GÁS, SOBRE A PONTE QUE DA ACESSO AO LARGO DA PAZ,AFOGADOS,,SUBURBIO,COLISÃO TRASEIRA,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,
2023-07-24,segunda-feira ,06:55:00,COM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA ENGENHEIRO DOMINGOS FERREIRA,,,LOJA AMARELO MEL,BOA VIAGEM,,,COLISÃO COM CICLISTA,1,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-24,segunda-feira ,07:45:00,COM VÍTIMA,AGUA FRIA,RUA,RUA DA REGENERACAO,,,PROXIMO A POLICLINICA CAMPINA DO BARRETO,AGUA FRIA,,,COLISÃO FRONTAL,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-24,segunda-feira ,10:17:00,COM VÍTIMA,IMBIRIBEIRA,RUA,RUA JOAQUIM BANDEIRA,,,ABAIXO DO PONTILHÃO DO METRÔ NA ESTAÇÃO ANTÔNIO FALCÃO,IMBIRIBEIRA,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-24,segunda-feira ,10:22:00,COM VÍTIMA,IBURA,AVENIDA,AVENIDA DOM HELDER CAMARA,,,NA ENTRADA DO IBURA EM FRENTE AO NÚCLEO POLICIAL,IBURA,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-24,segunda-feira ,11:19:00,COM VÍTIMA,DOIS UNIDOS,RUA,RUA EPAMINONDAS MENDONCA,,,PRÓXIMO AO TERMINAL DE DOIS UNIDOS,DOIS UNIDOS,,,COLISÃO LATERAL,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,
2023-07-25,terça-feira ,07:28:00,COM VÍTIMA,CIDADE UNIVERSITARIA,AVENIDA,AVENIDA DOS ECONOMISTAS,,,DENTRO DA UFPE/ PROX A BIBLIOTECA,CIDADE UNIVERSITARIA,,,COLISÃO FRONTAL,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-25,terça-feira ,07:42:00,COM VÍTIMA,JARDIM SAO PAULO,RUA,RUA LEANDRO BARRETO,,,CRUZAMENTO DA RUA DA CAPELA / PROX A PADARIA LA ROQUE,JARDIM SAO PAULO,,,COLISÃO FRONTAL,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-25,terça-feira ,09:56:00,SEM VÍTIMA,LINHA DO TIRO,RUA,RUA URIEL DE HOLANDA,,,DEPOIS DO CAMPO DO CAFE / PROX A ANTIGO CAFE DE BEBERIBE,LINHA DO TIRO,,,COLISÃO TRASEIRA,2,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
2023-07-25,terça-feira ,10:46:00,COM VÍTIMA,AREIAS,RUA,RUA CAPITAO ESTEVAO FERNANDES,AVENIDA,AVENIDA RECIFE,CRUZAMENTO DA AV RECIFE / AO LADO DO LAVA JATO CARRACA JATO,AREIAS,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-07-25,terça-feira ,11:26:00,COM VÍTIMA,AFLITOS,AVENIDA,AVENIDA CONS ROSA E SILVA,,,EM FRENTE A PADARIA PARLA DELY / AO COUNTRY CLUBE,AFLITOS,,,COLISÃO LATERAL,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-25,terça-feira ,11:37:00,COM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA ANTONIO TORRES GALVAO,,,PROX AO COLEGIO CODINITIVO / EM FRENTE A AUDI,BOA VIAGEM,,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-25,terça-feira ,12:04:00,COM VÍTIMA,CAMPO GRANDE,RUA,RUA ODORICO MENDES,,,PROX A COHAB / PROX A CENTRAL DE FLAGRANTES,CAMPO GRANDE,,,COLISÃO LATERAL,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-25,terça-feira ,12:14:00,COM VÍTIMA,TORRE,RUA,RUA CONDE DE IRAJA,,,PROXIMO AO COLEGIO CRIATIVA E AO LADO DA FARMACIA PAGUE MENOS,TORRE,,,COLISÃO LATERAL,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-25,terça-feira ,01:14:00,COM VÍTIMA,IBURA,AVENIDA,AVENIDA RIO SAO FRANCISCO,,,PROXIMO A MERCEARIA DO JUCA E ASSEMBLEIA DE DEUS,IBURA,,,COLISÃO LATERAL,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-25,terça-feira ,01:21:00,COM VÍTIMA,MADALENA,RUA,RUA JOAO IVO DA SILVA,,,SAIDA DO TUNEL DA ABOLIÇÃO E PROXIMO AO POSTO PETROVIA,MADALENA,,,QUEDA,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-25,terça-feira ,02:15:00,COM VÍTIMA,ARRUDA,AVENIDA,AVENIDA BEBERIBE,,,PROXIMO AO BOMPREÇO,ARRUDA,,,COLISÃO LATERAL,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-25,terça-feira ,03:27:00,COM VÍTIMA,ARRUDA,AVENIDA,AVENIDA BEBERIBE,,,EM FRENTE AO ARMAZÉM CORAL,ARRUDA,,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-07-25,terça-feira ,04:22:00,COM VÍTIMA,MACAXEIRA,RUA,RUA ANITA,,,PROX AO CAMPO DO UNIAO  E O MERCADINHO SAO SEBASTIÃO,MACAXEIRA,,,ATROPELAMENTO DE PESSOA,1,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-25,terça-feira ,04:51:00,SEM VÍTIMA,SAN MARTIN,AVENIDA,AVENIDA GENERAL SAN MARTIN,,,NA FRENTE DOS CORREIOS,SAN MARTIN,,,COLISÃO LATERAL,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-07-25,terça-feira ,05:25:00,COM VÍTIMA,SANTO AMARO,RUA,RUA ARNOBIO MARQUES,,,EM FRENTE A PORTARIA DO HOSPITAL OSVALDO CRUZ,SANTO AMARO,,,COLISÃO LATERAL,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-25,terça-feira ,05:56:00,COM VÍTIMA,TORRE,RUA,RUA MARCOS ANDRE,,,EM FRENTE AO CARREFOUR,TORRE,,,COLISÃO LATERAL,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-25,terça-feira ,06:34:00,SEM VÍTIMA,TORRE,RUA,RUA ANTONIO MACHADO,,,PROX AO  POSTO PETROCAL NA RUA DO CANAL,TORRE,,,COLISÃO TRASEIRA,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-07-25,terça-feira ,07:04:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,AVENIDA,AVENIDA JOAO DE BARROS,APÓS A CEF AGAMENOM MAGALHÃES - SOBRE O VIADUTO - SENTIDO OLINDA,SANTO AMARO,,SUBURBIO,QUEDA,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-25,terça-feira ,09:38:00,COM VÍTIMA,COHAB,AVENIDA,AVENIDA SANTOS,AVENIDA,AVENIDA RIO LARGO,PROXIMO A ESCOLA MUNICIPAL CRISTIANO CORDEIRO,COHAB,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-26,quarta-feira ,12:51:00,SEM VÍTIMA,COHAB,AVENIDA,AVENIDA SANTA FE,,,PROXIMO A IGREJA EL SHADAY,COHAB,,,TOMBAMENTO,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
2023-07-26,quarta-feira ,05:32:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA CRUZ CABUGA,,,PRÓXIMO AO HOSPITAL NAVAL,SANTO AMARO,,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-26,quarta-feira ,06:15:00,COM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA PINHEIROS,RUA,RUA DAVID KAUFFMAN,PROX A ACADEMIA DE MARQUINHOS,IMBIRIBEIRA,,,QUEDA,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-26,quarta-feira ,08:27:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA CRUZ CABUGA,AVENIDA,AVENIDA NORTE MIGUEL ARRAES DE ALENCAR,,SANTO AMARO,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-26,quarta-feira ,08:27:00,COM VÍTIMA,BAIRRO DO RECIFE,CAIS,CAIS SANTA RITA,,,AO LADO DO NOVO HOTEL,BAIRRO DO RECIFE,,,COLISÃO FRONTAL,2,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-26,quarta-feira ,09:47:00,COM VÍTIMA,AGUA FRIA,AVENIDA,AVENIDA BEBERIBE,RUA,RUA ABDON LIMA,EM FRENTE AO MERCADÃO DO  ÓLEO,AGUA FRIA,,,CHOQUE,1,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,
2023-07-26,quarta-feira ,09:58:00,COM VÍTIMA,SITIO DOS PINTOS,RUA,RUA MANUEL DE MEDEIROS,,,PROX A UFRPE,SITIO DOS PINTOS,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-26,quarta-feira ,10:13:00,COM VÍTIMA,LINHA DO TIRO,RUA,RUA URIEL DE HOLANDA,,,PROX AO TERMINAL DE ONIBUS DA LINHA DO TIRO / EM FRENTE A LOJA MAZINHOS MOTOS,LINHA DO TIRO,,,COLISÃO LATERAL,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-26,quarta-feira ,10:37:00,SEM VÍTIMA,BOA VISTA,RUA,RUA DO SOL,,,CORREIOS,BOA VISTA,,,COLISÃO LATERAL,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
2023-07-26,quarta-feira ,10:42:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,APOS A CHEVROLET / SENTIDO BOA VIAGEM,SANTO AMARO,,,COLISÃO LATERAL,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-26,quarta-feira ,10:45:00,COM VÍTIMA,ENCRUZILHADA,RUA,RUA FERNANDO CESAR,,,PROX AO MERCADO PUBLICO / AO LADO DA PRAÇA,ENCRUZILHADA,,,COLISÃO FRONTAL,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-26,quarta-feira ,11:29:00,COM VÍTIMA,AREIAS,AVENIDA,AVENIDA RECIFE,AVENIDA,AVENIDA CAPITAO GREGORIO DE CALDAS,PROX AO HM VEÍCULOS / SENTIDO BOA VIAGEM , ANTES DO CARREFOUR / ANTIGO BOMPREÇO,AREIAS,494,,COLISÃO TRANSVERSAL,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,
2023-07-26,quarta-feira ,11:34:00,VÍTIMA FATAL,SANTO AMARO,RUA,RUA DO POMBAL,RUA,RUA FREI CASSIMIRO,PROX. A ANTIGA CTTU,SANTO AMARO,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
2023-07-26,quarta-feira ,12:02:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,DE FRENTE AO TACARUNA,SANTO AMARO,,,COLISÃO FRONTAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-26,quarta-feira ,03:01:00,COM VÍTIMA,SOLEDADE,AVENIDA,AVENIDA JOAO DE BARROS,,,EM FRNTE AOS BOMBEIROS,SOLEDADE,,,COLISÃO TRASEIRA,3,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-26,quarta-feira ,04:25:00,COM VÍTIMA,SANTO ANTONIO,PRC,PRC DA REPUBLICA,,,TRIBUNAL DA JUSTIÇA DE PE,SANTO ANTONIO,,,ATROPELAMENTO DE PESSOA,0,1,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-26,quarta-feira ,07:11:00,COM VÍTIMA,CORDEIRO,RUA,RUA PAES CABRAL,,,PRÓXIMO AO BAR DO VAPOR,CORDEIRO,,,COLISÃO TRANSVERSAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-26,quarta-feira ,08:31:00,COM VÍTIMA,JARDIM SAO PAULO,RUA,RUA LEANDRO BARRETO,,,EM CIMA DO VIADUTO,JARDIM SAO PAULO,,,COLISÃO LATERAL,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-26,quarta-feira ,09:05:00,SEM VÍTIMA,JOANA BEZERRA,RUA,RUA CABO EUTROPIO,RUA,RUA CAIBI,DEPÓSITO MANGABA,JOANA BEZERRA,,,CHOQUE,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
2023-07-26,quarta-feira ,09:09:00,COM VÍTIMA,SAN MARTIN,RUA,RUA BONIFACIO DE ANDRADE,,,PRÓXIMO AO POSTO DE SAÚDE,SAN MARTIN,,,COLISÃO TRANSVERSAL,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-26,quarta-feira ,09:10:00,COM VÍTIMA,MADALENA,RUA,RUA JOAO IVO DA SILVA,,,APÓS O TÚNEL DA ABOLIÇÃO,MADALENA,,,COLISÃO LATERAL,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-26,quarta-feira ,09:26:00,SEM VÍTIMA,GRACAS,RUA,RUA JOAQUIM NABUCO,,,APÓS O HEMOPE,GRACAS,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-07-26,quarta-feira ,10:09:00,SEM VÍTIMA,ENGENHO DO MEIO,RUA,RUA DR MIGUEL VIEIRA FERREIRA,,,EM FRENTE A ESCOLA FONTAINHA DE ABREU,ENGENHO DO MEIO,,,COLISÃO TRANSVERSAL,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
2023-07-27,quinta-feira ,03:05:00,COM VÍTIMA,IBURA,AVENIDA,AVENIDA DOIS RIOS,,,ENTRADA DO IBURA / SUPERMERCADO MR,IBURA,,,CAPOTAMENTO,1,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,
2023-07-27,quinta-feira ,06:07:00,COM VÍTIMA,PINA,PTE,PTE VICE PRESIDENTE JOSE ALENCAR,,,PONTE ESTAIADA, ACESSO AO RIO MAR,PINA,,,,0,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,
2023-07-27,quinta-feira ,07:03:00,COM VÍTIMA,TAMARINEIRA,EST,EST DO ARRAIAL,,,PROX A CASAS JOSE ARAUJO,TAMARINEIRA,,,COLISÃO LATERAL,0,2,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-27,quinta-feira ,07:04:00,COM VÍTIMA,ARRUDA,RUA,RUA DAS MOCAS,,,EM FRENTE AO BIBOX / POR TRÁS DO CAMPO DO SANTA CRUZ,ARRUDA,,,COLISÃO LATERAL,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-27,quinta-feira ,07:20:00,COM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA BOA VIAGEM,,,ANTES DO PARQUE DONA LINDU / PROX AO QUIOSQUE BEIRA MAR 51,BOA VIAGEM,,,COLISÃO FRONTAL,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-27,quinta-feira ,08:27:00,COM VÍTIMA,ESTANCIA,AVENIDA,AVENIDA DR JOSE RUFINO,RUA,RUA BARAO DE BUIQUE,PRÓXIMO AO COLEGIO VISÃO,ESTANCIA,,,COLISÃO LATERAL,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-27,quinta-feira ,08:59:00,COM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,EM FRENTE AO ANTIGA FABRICA DO TACARUNA / DEPOIS DA CHEVROLET / SENTIDO BOA VIAGEM,SANTO AMARO,,,COLISÃO LATERAL,0,2,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
2023-07-27,quinta-feira ,10:32:00,COM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA CELSO FURTADO (VIA MANGUE),,,PROX AO BIG BOMPREÇO / APOS A DESCIDA DO VIADUTO,BOA VIAGEM,,,QUEDA,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-27,quinta-feira ,10:47:00,COM VÍTIMA,VARZEA,RUA,RUA BRASUELA,,,PROX AO BAR DO CARECA / E AO CANO DA COMPESA,VARZEA,,,COLISÃO LATERAL,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-27,quinta-feira ,10:55:00,COM VÍTIMA,TORRE,RUA,RUA PROFESSOR TRAJANO DE MENDONCA,,,APOS O POSTO DE GASOLINA SHELL / PROX AO ATACADO DOS PRESENTES,TORRE,,,COLISÃO FRONTAL,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-27,quinta-feira ,11:12:00,COM VÍTIMA,MORRO DA CONCEICAO,COR,COR DO BARTOLOMEU,,,PROX A RODINHA  /E PIZZARIA SORVETÃO,MORRO DA CONCEICAO,,,COLISÃO LATERAL,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-27,quinta-feira ,11:23:00,COM VÍTIMA,AREIAS,AVENIDA,AVENIDA DR JOSE RUFINO,,,APOS A HONDA,AREIAS,,,ATROPELAMENTO DE PESSOA,0,1,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-27,quinta-feira ,11:23:00,COM VÍTIMA,MACAXEIRA,AVENIDA,AVENIDA NORTE MIGUEL ARRAES DE ALENCAR,,,E/F PARQUE DA MACAXEIRA,MACAXEIRA,,,COLISÃO TRASEIRA,0,0,0,0,0,1,1,0,0,1,0,,,,,,,,,,,,,
2023-07-27,quinta-feira ,03:39:00,COM VÍTIMA,BONGI,EST,EST DO BONGI,,,EM FRENTE AO MOTEL COSTA AZUL/ E PROXIMO A IGREJA BATISTA,BONGI,,,COLISÃO LATERAL,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-27,quinta-feira ,04:23:00,COM VÍTIMA,ARRUDA,RUA,RUA BOLIVAR,,,PROXIMO AO CAMPO DO SANTA CRUZ E PROXIMO AO ARMAZEM CORAL,ARRUDA,,,COLISÃO LATERAL,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
2023-07-27,quinta-feira ,06:13:00,COM VÍTIMA,PINA,AVENIDA,AVENIDA HERCULANO BANDEIRA,,,IGREJA DO PINA,PINA,,,COLISÃO TRASEIRA,1,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
