data,dia_semana,hora,natureza_acidente,bairro,logradouro_endereco,endereco,logradouro_detalhe_endereço,detalhe_endereco_acidente,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via
2020-01-05,domingo ,19:35:00,COM VÍTIMA,LINHA DO TIRO,RUA,RUA PROFESSOR JOSE AMARINO DOS REIS,,,ATROPELAMENTO,,1,,,1,,,,,1,,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,
2020-01-05,domingo ,19:49:00,COM VÍTIMA,IBURA,AVENIDA,AVENIDA DOIS RIOS,LAD,LAD DA COHAB,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,2,,Esquina,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-01-05,domingo ,20:08:00,SEM VÍTIMA,TORROES,AVENIDA,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,,,ABALROAMENTO LONGITUDINAL,1,,,,,,,,2,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-01-05,domingo ,22:35:00,COM VÍTIMA,CASA FORTE,EST,EST DO ENCANAMENTO,EST,EST DAS UBAIAS-,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,1,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,
2020-01-06,segunda-feira ,06:47:00,SEM VÍTIMA,AGUA FRIA,AVENIDA,AVENIDA BEBERIBE,RUA,RUA ZEFERINO AGRA,ABALROAMENTO LONGITUDINAL,1,1,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,
2020-01-06,segunda-feira ,07:00:00,SEM VÍTIMA,ILHA DO LEITE,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,RUA,RUA HENRIQUE DIAS,COLISÃO TRASEIRA,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Não há placas,60 km/h
2020-01-06,segunda-feira ,07:31:00,COM VÍTIMA,PRADO,AVENIDA,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,RUA,RUA CARLOS GOMES,COLISÃO COM CICLISTA,1,,,1,,,,,,1,,Esquina,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,Outras,
2020-01-06,segunda-feira ,08:35:00,SEM VÍTIMA,IMBIRIBEIRA,RUA,RUA ENGENHEIRO JOSE BRANDAO CAVALCANTE,RUA,RUA GENERAL GOES MONTEIRO,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,0,,Cruzamento,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,
2020-01-06,segunda-feira ,09:03:00,COM VÍTIMA,MANGABEIRA,AVENIDA,AVENIDA NORTE,RUA,RUA RODRIGUES SETE,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,1,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Outros,Não há placas,
2020-01-06,segunda-feira ,09:30:00,SEM VÍTIMA,AREIAS,AVENIDA,AVENIDA RECIFE,,,COLISÃO TRASEIRA,1,,,,,,1,,,0,,Longo da via,Bom,,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,
2020-01-06,segunda-feira ,10:21:00,SEM VÍTIMA,ESPINHEIRO,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,CHOQUE VEÍCULO PARADO,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h
2020-01-06,segunda-feira ,10:21:00,SEM VÍTIMA,BOA VISTA,RUA,RUA DO HOSPICIO,,,ABALROAMENTO LONGITUDINAL,1,,,,,1,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,
2020-01-06,segunda-feira ,11:15:00,SEM VÍTIMA,SAN MARTIN,AVENIDA,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,RUA,RUA QUINZE DE MARCO,COLISÃO TRASEIRA,2,,,,,,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,
2020-01-06,segunda-feira ,11:49:00,SEM VÍTIMA,SANTO AMARO,TRV,TRV CRUZ CABUGA,,,ABALROAMENTO LONGITUDINAL,1,1,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,
2020-01-06,segunda-feira ,11:53:00,SEM VÍTIMA,PAISSANDU,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60 km/h
2020-01-06,segunda-feira ,12:10:00,SEM VÍTIMA,PINA,AVENIDA,AVENIDA ANTONIO DE GOES,,,COLISÃO TRASEIRA,1,1,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Não há placas,60 km/h
2020-01-06,segunda-feira ,12:47:00,SEM VÍTIMA,PINA,AVENIDA,AVENIDA HERCULANO BANDEIRA,RUA,RUA ARQUITETO AUGUSTO REINALDO,ABALROAMENTO LONGITUDINAL,1,,,,,1,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,
2020-01-06,segunda-feira ,13:00:00,SEM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,,,COLISÃO TRASEIRA,1,1,,,,,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,Outras,60 km/h
2020-01-06,segunda-feira ,13:04:00,SEM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,,,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,
2020-01-06,segunda-feira ,13:14:00,COM VÍTIMA,IMBIRIBEIRA,RUA,RUA ARQUITETO LUIZ NUNES,,,ABALROAMENTO LONGITUDINAL,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Ilegível,Seca,Mal iluminada,Não existe,Outras,
2020-01-06,segunda-feira ,13:36:00,SEM VÍTIMA,BOA VISTA,RUA,RUA DOM BOSCO,RUA,RUA JOAQUIM DE BRITO,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,,Placas Pare,
2020-01-06,segunda-feira ,13:44:00,COM VÍTIMA,PINA,AVENIDA,AVENIDA REPUBLICA DO LIBANO,,,ABALROAMENTO LONGITUDINAL,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Agente,Não há placas,
2020-01-06,segunda-feira ,14:02:00,COM VÍTIMA,AREIAS,AVENIDA,AVENIDA DR JOSE RUFINO,,,COLISÃO TRASEIRA,1,1,,,,,,,,2,,Longo da via,Bom,Sem defeito,Incompleta,Seca,Perfeito estado,Faixa de pedestre,R-6a,
2020-01-06,segunda-feira ,14:25:00,SEM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA NORTE,RUA,RUA VINTE E QUATRO DE AGOSTO,ABALROAMENTO LONGITUDINAL,1,,,,,1,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Outras,60 km/h
2020-01-06,segunda-feira ,14:38:00,SEM VÍTIMA,NOVA DESCOBERTA,AVENIDA,AVENIDA VEREADOR OTACILIO AZEVEDO,,,COLISÃO TRASEIRA,1,1,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,
2020-01-06,segunda-feira ,14:46:00,SEM VÍTIMA,PINA,RUA,RUA CONSUL JOSEPH NOUJAIM,RUA,RUA NOGUEIRA DE SOUZA,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,
2020-01-06,segunda-feira ,14:48:00,SEM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA ENGENHEIRO DOMINGOS FERREIRA,,,COLISÃO TRASEIRA,3,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-01-06,segunda-feira ,15:27:00,SEM VÍTIMA,ILHA DO LEITE,RUA,RUA GENERAL JOAQUIM INACIO,,,COLISÃO TRASEIRA,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,40 km/h
2020-01-06,segunda-feira ,17:24:00,SEM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,,,COLISÃO TRASEIRA,1,,,,,1,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,60 km/h
2020-01-06,segunda-feira ,17:46:00,SEM VÍTIMA,BOA VIAGEM,RUA,RUA ANTONIO FALCAO,RUA,RUA MINISTRO NELSON HUNGRIA,ABALROAMENTO TRANSVERSAL,2,1,,,,,,,,0,,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,60 km/h
2020-01-06,segunda-feira ,18:38:00,SEM VÍTIMA,AGUA FRIA,AVENIDA,AVENIDA BEBERIBE,,,ABALROAMENTO LONGITUDINAL,1,,,,,1,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-01-06,segunda-feira ,18:49:00,SEM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA CONSELHEIRO AGUIAR,,,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,60 km/h
2020-01-06,segunda-feira ,18:58:00,COM VÍTIMA,SANTO ANTONIO,RUA,RUA DO SOL,AV,AV GUARARAPES,ATROPELAMENTO,1,,,,2,,,,,2,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,R-6a,
2020-01-06,segunda-feira ,19:32:00,SEM VÍTIMA,ROSARINHO,AVENIDA,AVENIDA CONS ROSA E SILVA,,,ABALROAMENTO TRANSVERSAL,1,,,,,,1,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-01-06,segunda-feira ,19:52:00,SEM VÍTIMA,IBURA,AVENIDA,AVENIDA DOIS RIOS,,,COLISÃO TRASEIRA,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Mal iluminada,Não existe,Não há placas,
2020-01-06,segunda-feira ,20:11:00,SEM VÍTIMA,BOA VISTA,RUA,RUA LUIZ BARBALHO,RUA,RUA MIGUEL COUTO,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,Cruzamento,Bom,Não existe,,Seca,Perfeito estado,Não existe,Não há placas,
2020-01-06,segunda-feira ,20:28:00,SEM VÍTIMA,SANTO ANTONIO,CAIS,CAIS SANTA RITA,,,ABALROAMENTO LONGITUDINAL,1,,,,,1,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-01-07,terça-feira ,07:32:00,SEM VÍTIMA,DOIS IRMAOS,RUA,RUA DOIS IRMAOS,AV,AV DA RECUPERACAO,ABALROAMENTO LONGITUDINAL,,2,,,,,,,,0,,Cruzamento,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Não existe,Não há placas,
2020-01-07,terça-feira ,08:01:00,SEM VÍTIMA,VARZEA,AVENIDA,AVENIDA CAXANGA,,,COLISÃO TRASEIRA,3,,,,,,,,,0,,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Agente,Não há placas,60 km/h
2020-01-07,terça-feira ,08:06:00,SEM VÍTIMA,ESPINHEIRO,AVENIDA,AVENIDA CONS ROSA E SILVA,,,COLISÃO TRASEIRA,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,
2020-01-07,terça-feira ,08:11:00,SEM VÍTIMA,GRACAS,AVENIDA,AVENIDA RUI BARBOSA,,,COLISÃO TRASEIRA,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Outras,
2020-01-07,terça-feira ,09:23:00,SEM VÍTIMA,AFOGADOS,RUA,RUA SAO MIGUEL,,,ABALROAMENTO LONGITUDINAL,1,,,,,1,,,,0,,Longo da via,Bom,Sem defeito,Incompleta,Seca,,,Outras,50 km/h
2020-01-07,terça-feira ,09:58:00,SEM VÍTIMA,IMBIRIBEIRA,AVENIDA,AVENIDA MARECHAL MASCARENHAS DE MORAES,RUA,RUA JOAQUIM BANDEIRA,ABALROAMENTO LONGITUDINAL,,,,,,1,1,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,60 km/h
2020-01-07,terça-feira ,11:05:00,SEM VÍTIMA,AFLITOS,AVENIDA,AVENIDA CONS ROSA E SILVA,,,COLISÃO TRASEIRA,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,40 km/h
2020-01-07,terça-feira ,11:20:00,SEM VÍTIMA,CAMPO GRANDE,RUA,RUA DR MACHADO,RUA,RUA VOLUNTARIOS DA PATRIA,COLISÃO TRASEIRA,2,,,,,,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,
2020-01-07,terça-feira ,11:27:00,COM VÍTIMA,IPUTINGA,RUA,RUA EMILIANO BRAGA,RUA,RUA MANOEL JOAQUIM DE ALMEIDA,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,1,,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,
2020-01-07,terça-feira ,11:28:00,SEM VÍTIMA,ESPINHEIRO,RUA,RUA CONS PORTELA,RUA,RUA BARAO DE ITAMARACA,ABALROAMENTO LONGITUDINAL,1,,,,,,1,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,
2020-01-07,terça-feira ,11:32:00,SEM VÍTIMA,PRADO,AVENIDA,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,,,COLISÃO TRASEIRA,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,60 km/h
2020-01-07,terça-feira ,12:53:00,SEM VÍTIMA,ESPINHEIRO,RUA,RUA DO ESPINHEIRO,,,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,
2020-01-07,terça-feira ,13:21:00,SEM VÍTIMA,CIDADE UNIVERSITARIA,AVENIDA,AVENIDA PROFESSOR ARTUR DE SA,,,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Outras,30 km/h
2020-01-07,terça-feira ,13:24:00,SEM VÍTIMA,ESPINHEIRO,RUA,RUA ANGUSTURA,,,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,
2020-01-07,terça-feira ,13:37:00,SEM VÍTIMA,PINA,AVENIDA,AVENIDA ANTONIO DE GOES,,,COLISÃO TRASEIRA,,2,,,,,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,,60 km/h
2020-01-07,terça-feira ,13:57:00,SEM VÍTIMA,BAIRRO DO RECIFE,CAIS,CAIS DO APOLO,,,ABALROAMENTO LONGITUDINAL,1,,,,,,1,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,
2020-01-07,terça-feira ,14:21:00,SEM VÍTIMA,SANTO AMARO,AVENIDA,AVENIDA NORTE,,,ABALROAMENTO LONGITUDINAL,1,,,,,1,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Outras,60 km/h
2020-01-07,terça-feira ,14:40:00,SEM VÍTIMA,DERBY,AVENIDA,AVENIDA RUI BARBOSA,AV,AV GOVERNADOR AGAMENON MAGALHAES,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,Outras,40 km/h
2020-01-07,terça-feira ,15:16:00,SEM VÍTIMA,AFOGADOS,RUA,RUA IMPERIAL,,,COLISÃO TRASEIRA,1,,,,,,1,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,
2020-01-07,terça-feira ,15:15:00,SEM VÍTIMA,IPSEP,AVENIDA,AVENIDA RECIFE,,,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Agente,Não há placas,60 km/h
2020-01-07,terça-feira ,15:35:00,SEM VÍTIMA,CORDEIRO,AVENIDA,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,RUA,RUA TIJUCAS,COLISÃO TRASEIRA,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,
2020-01-07,terça-feira ,15:40:00,SEM VÍTIMA,CASA AMARELA,AVENIDA,AVENIDA PEDRO ALLAIN,,,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,30 km/h
2020-01-07,terça-feira ,15:50:00,SEM VÍTIMA,CAMPO GRANDE,RUA,RUA ODORICO MENDES,,,COLISÃO FRONTAL,3,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,
2020-01-07,terça-feira ,15:59:00,SEM VÍTIMA,JARDIM SAO PAULO,RUA,RUA LORENA,RUA,RUA BRAGANCA,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,0,,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Placas Pare,
2020-01-07,terça-feira ,17:37:00,COM VÍTIMA,BOA VIAGEM,RUA,RUA VISCONDE DE JEQUITINHONHA,RUA,RUA ERNESTO DE PAULA SANTOS,COLISÃO COM CICLISTA,1,,,1,,,,,,1,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,30 km/h
2020-01-07,terça-feira ,18:55:00,SEM VÍTIMA,BOA VIAGEM,RUA,RUA JOSE DOMINGUES DA SILVA,RUA,RUA PADRE CABRAL,ABALROAMENTO TRANSVERSAL,1,1,,,,,,,,0,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Placas Pare,
2020-01-08,quarta-feira ,04:11:00,SEM VÍTIMA,BOA VISTA,AVENIDA,AVENIDA CONDE DA BOA VISTA,RUA,RUA DA AURORA,ABALROAMENTO TRANSVERSAL,,,,,,2,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,
2020-01-08,quarta-feira ,07:14:00,COM VÍTIMA,IPUTINGA,RUA,RUA MAURICIO DE NASSAU,,,COLISÃO TRASEIRA,1,1,,,,,,,,1,,Longo da via,Bom,,,Seca,Perfeito estado,,,
2020-01-08,quarta-feira ,08:47:00,SEM VÍTIMA,DERBY,PRC,PRC DO DERBY,,,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,
2020-01-08,quarta-feira ,09:38:00,SEM VÍTIMA,CASA AMARELA,EST,EST DO ARRAIAL,RUA,RUA ANTONIO DE CASTRO,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,,60 km/h
2020-01-08,quarta-feira ,10:28:00,COM VÍTIMA,COELHOS,RUA,RUA DOS COELHOS,PTE,PTE JOAQUIM CARDOSO,ABALROAMENTO LONGITUDINAL,,2,,,,,,,,2,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,
2020-01-08,quarta-feira ,10:47:00,SEM VÍTIMA,DERBY,PRC,PRC DO DERBY,RUA,RUA JENER DE SOUZA,COLISÃO TRASEIRA,2,,,,,,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,
2020-01-08,quarta-feira ,11:07:00,COM VÍTIMA,ARRUDA,RUA,RUA SAO BENTO,EST,EST VELHA DE AGUA FRIA,ABALROAMENTO LONGITUDINAL,,2,,,,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-01-08,quarta-feira ,11:22:00,SEM VÍTIMA,TORRE,RUA,RUA PADRE ANCHIETA,RUA,RUA JOSE BONIFACIO,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,
2020-01-08,quarta-feira ,11:46:00,SEM VÍTIMA,BOA VISTA,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,COLISÃO TRASEIRA,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h
2020-01-08,quarta-feira ,12:33:00,SEM VÍTIMA,IBURA,AVENIDA,AVENIDA DOIS RIOS,RUA,RUA PINTOR AGENOR DE ALBUQUERQUE CESAR,ABALROAMENTO TRANSVERSAL,1,,,,,1,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,
2020-01-08,quarta-feira ,13:21:00,SEM VÍTIMA,ESPINHEIRO,RUA,RUA MARQUES DO PARANA,RUA,RUA GOMES PACHECO,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Placas Pare,
2020-01-08,quarta-feira ,13:23:00,SEM VÍTIMA,BOA VISTA,RUA,RUA DO RIACHUELO,RUA,RUA DA UNIAO,COLISÃO TRASEIRA,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,
2020-01-08,quarta-feira ,13:32:00,SEM VÍTIMA,COELHOS,RUA,RUA DO JARDIM,,,COLISÃO TRASEIRA,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Não existente,Seca,Mal conservada,Não existe,Não há placas,
2020-01-08,quarta-feira ,13:48:00,COM VÍTIMA,CORDEIRO,AVENIDA,AVENIDA CAXANGA,AV,AV INACIO MONTEIRO,ABALROAMENTO LONGITUDINAL,1,1,,,,,,,1,1,,Esquina,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,
2020-01-08,quarta-feira ,14:08:00,SEM VÍTIMA,BOA VIAGEM,AVENIDA,AVENIDA ENGENHEIRO DOMINGOS FERREIRA,,,COLISÃO TRASEIRA,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,60 km/h
2020-01-08,quarta-feira ,14:52:00,SEM VÍTIMA,AREIAS,AVENIDA,AVENIDA RECIFE,,,COLISÃO TRASEIRA,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,Outras,
2020-01-08,quarta-feira ,15:15:00,SEM VÍTIMA,BOA VIAGEM,RUA,RUA RIBEIRO DE BRITO,RUA,RUA DOS NAVEGANTES,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,0,,Cruzamento,Bom,Não existe,Ilegível,Seca,Perfeito estado,Faixa de retenção,Placas Pare,
2020-01-08,quarta-feira ,15:43:00,SEM VÍTIMA,JORDAO,RUA,RUA BOANERGES PEREIRA,AV,AV MARIA IRENE,ABALROAMENTO LONGITUDINAL,,,,,,,2,,,0,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,,
2020-01-08,quarta-feira ,15:47:00,COM VÍTIMA,SOLEDADE,RUA,RUA BARAO DE SAO BORJA,,,ATROPELAMENTO,1,,,,1,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,
2020-01-08,quarta-feira ,15:54:00,SEM VÍTIMA,CASA FORTE,AVENIDA,AVENIDA DEZESSETE DE AGOSTO,,,COLISÃO TRASEIRA,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,
2020-01-08,quarta-feira ,16:42:00,SEM VÍTIMA,VARZEA,AVENIDA,AVENIDA CAXANGA,,,COLISÃO TRASEIRA,1,,,,,,1,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,
2020-01-08,quarta-feira ,16:59:00,SEM VÍTIMA,IMBIRIBEIRA,RUA,RUA JOAQUIM BANDEIRA,AV,AV SUL,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-01-08,quarta-feira ,17:27:00,SEM VÍTIMA,BOA VIAGEM,RUA,RUA AMALIA BERNARDINO DE SOUZA,,,COLISÃO TRASEIRA,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,
2020-01-08,quarta-feira ,17:29:00,SEM VÍTIMA,AFOGADOS,RUA,RUA MOTOCOLOMBO,RUA,RUA FRANCISCO SILVEIRA,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,Cruzamento,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,
2020-01-08,quarta-feira ,17:46:00,SEM VÍTIMA,SANTO ANTONIO,PRC,PRC DA REPUBLICA,RUA,RUA IMPERADOR PEDRO SEGUNDO,ABALROAMENTO TRANSVERSAL,1,,,,,1,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,Outras,
2020-01-08,quarta-feira ,17:58:00,SEM VÍTIMA,DERBY,AVENIDA,AVENIDA GOVERNADOR AGAMENON MAGALHAES,,,COLISÃO TRASEIRA,3,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,Não há placas,60 km/h
2020-01-08,quarta-feira ,18:37:00,SEM VÍTIMA,IPUTINGA,AVENIDA,AVENIDA LUIZ DE LACERDA,RUA,RUA PROFESSOR MUSSA HAZIN,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,
